state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,total_calls,total_minutes,ratio_calls,ratio_minutes,avg_day_minutes,avg_eve_minutes,avg_night_minutes,total_local_charge,ratio_charge
19,126,1,1,1,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,342,729.4000000000001,0.023391812865497075,0.01713737318343844,1.5682539682539682,1.9563492063492063,2.2642857142857142,67.38000000000001,0.050163253190857814
43,172,1,0,1,0,270.0,102,45.9,256.6,111,21.81,168.5,104,7.58,12.0,5,3.24,2,317,695.1,0.015772870662460567,0.017263703064307294,1.569767441860465,1.4918604651162792,0.9796511627906976,75.28999999999999,0.04303360340018596
13,75,0,0,1,0,224.7,116,38.2,192.0,79,16.32,212.2,98,9.55,11.3,11,3.05,3,293,628.9,0.03754266211604096,0.01796788042614088,2.996,2.56,2.829333333333333,64.07000000000001,0.04760418292492585
26,143,2,0,1,0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,331,547.4,0.006042296072507553,0.018633540372670808,1.3587412587412588,0.8643356643356643,1.6048951048951048,53.87,0.05104882123630964
15,166,2,1,1,0,47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0,281,547.3,0.010676156583629894,0.02411839941531153,0.2873493975903615,1.5927710843373493,1.416867469879518,41.16,0.08649173955296405
45,132,0,0,1,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13.0,2,3.51,1,326,652.0999999999999,0.006134969325153374,0.01993559270050606,1.4401515151515152,1.3803030303030301,2.1196969696969696,60.400000000000006,0.058112582781456944
37,94,1,1,1,0,89.5,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1,276,602.3,0.0036231884057971015,0.01311638718246721,0.9521276595744681,3.6159574468085105,1.8393617021276596,51.89,0.041048371555212945
11,99,0,0,1,0,182.6,83,31.04,154.5,111,13.13,196.0,57,8.82,12.1,5,3.27,0,251,533.1,0.0199203187250996,0.022697430125679985,1.8444444444444443,1.5606060606060606,1.97979797979798,52.99,0.0617097565578411
13,136,0,0,0,35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1,309,718.2,0.012944983818770227,0.00960735171261487,1.5110294117647058,2.1948529411764706,1.575,69.95,0.026590421729807006
45,119,0,0,1,0,231.5,82,39.36,266.9,97,22.69,211.0,118,9.49,7.4,10,2.0,1,297,709.4,0.03367003367003367,0.010431350436989006,1.9453781512605042,2.242857142857143,1.773109243697479,71.53999999999999,0.027956388034665925
33,115,2,1,1,0,251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3,277,622.1,0.0036101083032490976,0.01591384021861437,2.185217391304348,2.1956521739130435,1.028695652173913,69.5,0.03841726618705036
4,160,0,0,1,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13.0,3,3.51,2,316,592.9,0.00949367088607595,0.02192612582222972,1.0699999999999998,1.521875,1.11375,57.81999999999999,0.060705638187478386
31,120,2,0,1,0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,309,577.3,0.025889967637540454,0.011605750909405856,1.1233333333333335,1.7008333333333332,1.9866666666666668,51.0,0.035490196078431374
6,173,0,0,1,0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1,351,469.2,0.008547008547008548,0.02195225916453538,1.1063583815028901,0.9739884393063584,0.6317919075144508,51.78,0.05368868288914638
47,156,0,0,1,0,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,267,610.4,0.00749063670411985,0.017365661861074706,1.1185897435897436,1.2653846153846153,1.5288461538461537,57.18000000000001,0.05001748863238894
11,70,0,0,1,0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0,301,657.7,0.013289036544850499,0.016572905580051693,2.5342857142857143,3.2314285714285713,3.63,60.82,0.048339362051956596
37,41,2,0,1,0,182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,317,601.0,0.0031545741324921135,0.011314475873544092,4.441463414634146,5.158536585365853,5.058536585365854,58.269999999999996,0.03157714089582976
43,132,1,0,1,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,258,596.2,0.015503875968992248,0.01878564240187856,1.6848484848484848,1.2530303030303032,1.5787878787878789,61.25000000000001,0.049306122448979584
30,93,0,0,1,0,164.9,68,28.03,210.4,86,17.88,229.4,104,10.32,7.8,4,2.11,2,258,604.7,0.015503875968992248,0.012898958161071604,1.7731182795698925,2.2623655913978493,2.466666666666667,56.23,0.037524453138893826
0,109,0,0,1,0,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,278,624.8,0.0035971223021582736,0.020966709346991037,1.7761467889908256,1.3642201834862384,2.591743119266055,58.26,0.06076210092687951
19,80,2,0,1,0,101.1,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0,305,501.99999999999994,0.01639344262295082,0.014541832669322711,1.26375,3.29,1.72125,45.760000000000005,0.0430506993006993
36,54,0,0,0,24,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,305,384.7,0.009836065573770493,0.03015336625942293,1.7092592592592593,3.575925925925926,1.8388888888888888,36.57,0.08558928083128246
43,121,0,0,1,0,168.9,128,28.71,123.9,99,10.53,266.3,105,11.98,2.9,7,0.78,2,332,559.1,0.02108433734939759,0.005186907529958862,1.3958677685950414,1.0239669421487603,2.200826446280992,51.22,0.015228426395939087
38,157,2,0,0,29,219.2,102,37.26,206.0,109,17.51,192.4,117,8.66,15.0,5,4.05,1,328,617.6,0.01524390243902439,0.024287564766839378,1.3961783439490445,1.3121019108280254,1.2254777070063694,63.42999999999999,0.06384991329024121
25,138,2,0,1,0,146.5,101,24.91,284.5,142,24.18,176.0,98,7.92,14.0,6,3.78,3,341,607.0,0.017595307917888565,0.023064250411861616,1.0615942028985508,2.0615942028985508,1.2753623188405796,57.010000000000005,0.06630415716540956
12,92,0,0,0,31,172.3,116,29.29,266.2,91,22.63,228.2,90,10.27,11.8,5,3.19,1,297,666.7,0.016835016835016835,0.017699115044247787,1.8728260869565219,2.893478260869565,2.4804347826086954,62.19,0.05129442032481107
14,126,0,0,1,0,190.9,143,32.45,149.7,72,12.72,191.4,87,8.61,13.0,3,3.51,1,302,532.0,0.009933774834437087,0.02443609022556391,1.515079365079365,1.188095238095238,1.5190476190476192,53.78,0.06526589810338415
36,41,0,0,1,0,232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3,281,785.7,0.0071174377224199285,0.01387297950871834,5.660975609756098,7.978048780487805,5.524390243902439,77.45,0.03795997417688831
34,167,0,0,1,0,169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4,296,559.0,0.013513513513513514,0.022182468694096603,1.0131736526946107,1.0377245508982036,1.2964071856287425,53.230000000000004,0.06293443546872064
30,91,2,0,1,0,123.8,107,21.05,319.0,125,27.12,237.6,78,10.69,7.3,4,1.97,2,310,680.4,0.012903225806451613,0.010728982951205173,1.3604395604395605,3.5054945054945055,2.610989010989011,58.86,0.03346924906557934
8,127,2,0,1,0,96.0,117,16.32,177.0,68,15.05,162.2,127,7.3,9.7,4,2.62,3,312,435.2,0.01282051282051282,0.02228860294117647,0.7559055118110236,1.3937007874015748,1.2771653543307087,38.67,0.06775277993276442
33,88,1,0,0,27,93.4,106,15.88,252.0,92,21.42,189.0,104,8.5,10.9,1,2.94,1,302,534.4,0.0033112582781456954,0.02039670658682635,1.0613636363636365,2.8636363636363638,2.147727272727273,45.800000000000004,0.06419213973799126
8,113,0,0,1,0,90.6,130,15.4,170.6,100,14.5,137.4,74,6.18,5.4,9,1.46,1,304,398.6,0.029605263157894735,0.013547415955845458,0.8017699115044248,1.5097345132743363,1.215929203539823,36.08,0.040465631929046564
11,78,2,0,1,0,152.9,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2,275,583.1,0.02181818181818182,0.009089350025724575,1.9602564102564104,3.28974358974359,2.2256410256410257,55.61,0.025714799496493437
29,136,1,1,0,29,85.2,98,14.48,230.4,85,19.58,243.6,104,10.96,9.0,3,2.43,2,287,559.2,0.010452961672473868,0.016094420600858368,0.6264705882352941,1.6941176470588235,1.7911764705882351,45.02,0.05397601066192803
42,68,0,0,0,34,160.0,72,27.2,184.5,119,15.68,208.3,101,9.37,6.1,10,1.65,1,292,552.8,0.03424657534246575,0.011034732272069464,2.3529411764705883,2.713235294117647,3.0632352941176473,52.24999999999999,0.031578947368421054
0,132,0,0,0,10,182.9,54,31.09,292.4,68,24.85,142.3,116,6.4,11.5,4,3.11,0,238,617.5999999999999,0.01680672268907563,0.018620466321243527,1.3856060606060607,2.215151515151515,1.0780303030303031,62.339999999999996,0.04988771254411293
34,110,0,0,1,0,241.2,105,41.0,174.3,85,14.82,245.3,59,11.04,8.5,4,2.3,2,249,660.8,0.01606425702811245,0.012863196125907991,2.1927272727272724,1.5845454545454547,2.23,66.86,0.03440023930601256
6,121,2,0,1,0,177.2,142,30.12,123.5,88,10.5,213.2,51,9.59,8.4,6,2.27,1,281,513.9,0.021352313167259787,0.01634559252772913,1.4644628099173553,1.0206611570247934,1.76198347107438,50.21000000000001,0.04521011750647281
11,116,2,0,1,0,89.5,128,15.22,180.8,137,15.37,193.1,94,8.69,14.0,3,3.78,2,359,463.4,0.008356545961002786,0.030211480362537766,0.771551724137931,1.5586206896551724,1.664655172413793,39.28,0.09623217922606923
44,112,0,1,0,16,200.3,72,34.05,197.8,91,16.81,151.1,92,6.8,10.4,3,2.81,1,255,549.2,0.011764705882352941,0.018936635105608158,1.7883928571428573,1.7660714285714287,1.3491071428571428,57.66,0.048733957682969134
48,97,2,1,1,0,145.0,103,24.65,294.3,93,25.02,239.8,120,10.79,11.0,2,2.97,4,316,679.1,0.006329113924050633,0.01619790899720218,1.4948453608247423,3.0340206185567014,2.4721649484536083,60.46,0.04912338736354615
42,43,2,0,1,0,159.5,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2,374,453.1,0.008021390374331552,0.01500772456411388,3.7093023255813953,2.7837209302325583,4.044186046511628,45.12,0.040780141843971635
7,110,0,0,1,0,151.8,106,25.81,138.0,126,11.73,233.5,112,10.51,11.2,8,3.02,3,344,523.3,0.023255813953488372,0.02140263711064399,1.3800000000000001,1.2545454545454546,2.1227272727272726,48.05,0.06285119667013528
13,67,1,0,1,0,176.2,120,29.95,236.0,138,20.06,152.5,104,6.86,10.6,4,2.86,1,362,564.7,0.011049723756906077,0.018771028864884007,2.6298507462686564,3.5223880597014925,2.2761194029850746,56.87,0.05029013539651837
35,166,1,0,1,0,152.1,95,25.86,121.0,105,10.29,198.0,126,8.91,9.8,5,2.65,0,326,471.1,0.015337423312883436,0.020802377414561663,0.9162650602409638,0.7289156626506024,1.1927710843373494,45.06,0.05881047492232578
29,129,1,0,1,0,161.3,122,27.42,220.6,95,18.75,224.7,104,10.11,9.6,3,2.59,1,321,606.5999999999999,0.009345794392523364,0.015825914935707223,1.2503875968992249,1.710077519379845,1.741860465116279,56.28,0.046019900497512436
27,103,2,1,1,0,171.7,78,29.19,144.5,86,12.28,157.9,106,7.11,6.8,3,1.84,3,270,474.1,0.011111111111111112,0.014342965619067706,1.6669902912621357,1.4029126213592233,1.5330097087378642,48.58,0.03787566899958831
30,71,0,0,1,0,278.9,110,47.41,190.2,67,16.17,255.2,84,11.48,11.7,7,3.16,0,261,724.3,0.02681992337164751,0.01615352754383543,3.928169014084507,2.6788732394366197,3.5943661971830982,75.06,0.04209965361044498
49,112,0,0,0,27,213.0,121,36.21,226.2,101,19.23,189.8,99,8.54,11.1,3,3.0,4,321,629.0,0.009345794392523364,0.01764705882352941,1.9017857142857142,2.019642857142857,1.6946428571428573,63.98,0.04688965301656768
14,98,0,0,1,0,217.2,121,36.92,303.4,73,25.79,197.1,71,8.87,12.4,2,3.35,0,265,717.6999999999999,0.007547169811320755,0.017277413961265156,2.216326530612245,3.0959183673469384,2.0112244897959184,71.58,0.046800782341436156
49,90,0,0,1,0,175.9,111,29.9,285.2,115,24.24,150.8,122,6.79,13.0,7,3.51,1,348,611.9000000000001,0.020114942528735632,0.021245301519856184,1.9544444444444444,3.1688888888888886,1.6755555555555557,60.93,0.05760709010339734
25,58,0,0,1,0,238.9,107,40.61,187.2,88,15.91,181.1,84,8.15,11.8,3,3.19,2,279,607.2,0.010752688172043012,0.019433465085639,4.11896551724138,3.2275862068965515,3.122413793103448,64.67,0.04932735426008968
28,116,1,0,1,0,133.3,94,22.66,247.8,126,21.06,219.0,78,9.86,11.3,5,3.05,5,298,600.1,0.016778523489932886,0.018830194967505418,1.149137931034483,2.136206896551724,1.8879310344827587,53.58,0.05692422545726017
29,87,0,0,1,0,177.2,72,30.12,248.9,105,21.16,200.8,87,9.04,8.6,7,2.32,3,264,626.9000000000001,0.026515151515151516,0.013718296379007814,2.036781609195402,2.8609195402298853,2.3080459770114943,60.32,0.03846153846153846
15,120,0,0,1,0,184.5,103,31.37,209.0,86,17.77,169.7,70,7.64,10.2,6,2.75,2,259,563.2,0.023166023166023165,0.018110795454545452,1.5375,1.7416666666666667,1.4141666666666666,56.78,0.04843254667136315
22,97,0,0,0,24,176.1,109,29.94,159.4,81,13.55,269.1,94,12.11,12.1,9,3.27,0,284,604.6,0.03169014084507042,0.020013231888852134,1.8154639175257732,1.643298969072165,2.7742268041237117,55.6,0.05881294964028777
12,134,0,0,1,0,204.7,108,34.8,143.1,105,12.16,165.8,84,7.46,11.0,4,2.97,6,297,513.5999999999999,0.013468013468013467,0.021417445482866046,1.5276119402985073,1.067910447761194,1.237313432835821,54.419999999999995,0.05457552370452041
0,68,2,0,1,0,143.6,80,24.41,134.3,65,11.42,215.6,84,9.7,15.5,5,4.19,2,229,493.5,0.021834061135371178,0.031408308004052685,2.111764705882353,1.975,3.1705882352941175,45.53,0.0920272347902482
21,93,1,0,1,0,179.3,93,30.48,188.8,65,16.05,253.2,88,11.39,12.1,5,3.27,1,246,621.3,0.02032520325203252,0.019475293738934495,1.9279569892473118,2.0301075268817206,2.7225806451612904,57.92,0.05645718232044199
3,120,0,0,1,0,137.3,100,23.34,212.2,129,18.04,152.7,92,6.87,10.5,2,2.84,1,321,502.2,0.006230529595015576,0.020908004778972523,1.1441666666666668,1.7683333333333333,1.2725,48.24999999999999,0.05886010362694301
18,41,1,0,1,0,237.8,92,40.43,223.5,155,19.0,217.4,90,9.78,10.2,6,2.75,2,337,678.7,0.017804154302670624,0.01502873139826138,5.800000000000001,5.451219512195122,5.302439024390244,69.21,0.039734142464961715
27,80,2,0,1,0,203.7,92,34.63,216.4,97,18.39,154.2,66,6.94,7.6,5,2.05,2,255,574.3,0.0196078431372549,0.013233501654187707,2.5462499999999997,2.705,1.9274999999999998,59.96,0.034189459639759834
0,83,0,0,0,25,191.3,95,32.52,250.7,136,21.31,249.4,86,11.22,17.6,5,4.75,2,317,691.4,0.015772870662460567,0.025455597338733007,2.3048192771084337,3.0204819277108435,3.004819277108434,65.05,0.07302075326671792
33,109,2,1,1,0,209.1,141,35.55,205.0,93,17.43,119.4,111,5.37,7.8,3,2.11,2,345,533.5,0.008695652173913044,0.014620431115276476,1.918348623853211,1.8807339449541285,1.0954128440366973,58.349999999999994,0.036161096829477296
40,66,2,0,0,33,88.8,104,15.1,109.6,94,9.32,172.7,107,7.77,7.1,9,1.92,3,305,371.09999999999997,0.029508196721311476,0.01913230935057936,1.3454545454545455,1.6606060606060604,2.6166666666666667,32.19,0.05964585274930103
12,104,2,0,1,0,97.2,88,16.52,155.6,85,13.23,261.6,105,11.77,12.4,5,3.35,0,278,514.4000000000001,0.017985611510791366,0.024105754276827367,0.9346153846153846,1.4961538461538462,2.5153846153846158,41.519999999999996,0.08068400770712911
34,89,2,0,1,0,137.9,96,23.44,192.6,63,16.37,255.7,125,11.51,11.0,5,2.97,1,284,586.2,0.017605633802816902,0.018764926646195838,1.549438202247191,2.1640449438202247,2.873033707865168,51.32,0.05787217459080281
6,127,2,0,1,0,224.3,112,38.13,185.7,103,15.78,159.4,83,7.17,10.0,1,2.7,2,298,569.4,0.003355704697986577,0.017562346329469618,1.7661417322834647,1.4622047244094487,1.2551181102362206,61.080000000000005,0.04420432220039293
8,117,1,0,0,13,207.6,65,35.29,152.7,77,12.98,232.8,95,10.48,9.7,3,2.62,1,237,593.0999999999999,0.012658227848101266,0.0163547462485247,1.7743589743589743,1.305128205128205,1.9897435897435898,58.75,0.04459574468085106
45,128,2,0,1,0,268.1,95,45.58,120.5,126,10.24,220.8,121,9.94,14.4,6,3.89,2,342,609.4000000000001,0.017543859649122806,0.023629799803084998,2.09453125,0.94140625,1.725,65.76,0.05915450121654501
37,88,0,0,1,0,166.7,61,28.34,179.3,88,15.24,242.7,131,10.92,6.8,7,1.84,4,280,588.7,0.025,0.011550874808900966,1.8943181818181818,2.0375,2.7579545454545453,54.5,0.03376146788990826
44,61,1,0,1,0,267.1,104,45.41,180.4,131,15.33,230.6,106,10.38,17.3,4,4.67,1,341,678.1,0.011730205278592375,0.025512461288895442,4.3786885245901646,2.957377049180328,3.780327868852459,71.11999999999999,0.0656636670416198
15,22,0,0,1,0,181.8,108,30.91,198.6,148,16.88,206.6,96,9.3,9.3,3,2.51,2,352,587.0,0.008522727272727272,0.015843270868824533,8.263636363636364,9.027272727272727,9.39090909090909,57.09,0.04396566824312488
19,78,0,0,1,0,147.1,80,25.01,199.7,100,16.97,160.7,106,7.23,13.7,7,3.7,0,286,507.49999999999994,0.024475524475524476,0.02699507389162562,1.8858974358974359,2.56025641025641,2.06025641025641,49.21000000000001,0.07518796992481203
34,56,0,0,0,29,37.7,115,6.41,144.1,111,12.25,226.6,101,10.2,4.9,3,1.32,1,327,408.4,0.009174311926605505,0.01199804113614104,0.6732142857142858,2.5732142857142857,4.046428571428572,28.86,0.04573804573804574
16,192,0,0,1,0,185.0,88,31.45,224.9,98,19.12,212.4,105,9.56,11.4,3,3.08,2,291,622.3,0.010309278350515464,0.018319138679093686,0.9635416666666666,1.1713541666666667,1.10625,60.13,0.051222351571594875
26,70,0,0,1,0,156.4,108,26.59,171.0,116,14.54,196.1,96,8.82,8.6,4,2.32,2,320,523.5,0.0125,0.016427889207258833,2.2342857142857144,2.442857142857143,2.801428571428571,49.949999999999996,0.046446446446446445
8,65,0,0,0,29,215.5,129,36.64,161.9,77,13.76,128.3,91,5.77,8.8,5,2.38,2,297,505.7,0.016835016835016835,0.017401621514732055,3.3153846153846156,2.490769230769231,1.973846153846154,56.17,0.042371372618835675
10,119,2,0,1,0,134.9,70,22.93,211.5,74,17.98,188.5,105,8.48,11.3,6,3.05,1,249,534.9,0.024096385542168676,0.02112544400822584,1.1336134453781512,1.7773109243697478,1.584033613445378,49.39,0.06175339137477222
16,80,0,0,1,0,194.8,116,33.12,209.9,93,17.84,194.1,100,8.73,12.8,3,3.46,0,309,598.8000000000001,0.009708737864077669,0.021376085504342016,2.435,2.6237500000000002,2.42625,59.69,0.057966158485508464
49,152,1,0,0,20,239.1,105,40.65,209.1,111,17.77,268.2,130,12.07,13.3,3,3.59,5,346,716.4,0.008670520231213872,0.018565047459519823,1.5730263157894737,1.375657894736842,1.7644736842105262,70.49000000000001,0.05092920981699531
15,113,2,0,1,0,92.6,85,15.74,177.6,92,15.1,159.8,72,7.19,14.4,4,3.89,3,249,430.0,0.01606425702811245,0.03348837209302326,0.8194690265486725,1.5716814159292034,1.4141592920353983,38.03,0.10228766763081777
39,75,2,0,1,0,209.4,133,35.6,211.5,121,17.98,291.2,123,13.1,7.2,4,1.94,1,377,712.0999999999999,0.010610079575596816,0.010110939474792868,2.7920000000000003,2.82,3.8826666666666667,66.67999999999999,0.02909418116376725
0,80,0,0,1,0,197.6,83,33.59,164.5,86,13.98,94.0,98,4.23,6.4,6,1.73,1,267,456.1,0.02247191011235955,0.014032010524007894,2.4699999999999998,2.05625,1.175,51.80000000000001,0.03339768339768339
8,63,0,1,1,0,62.9,112,10.69,202.9,111,17.25,259.0,58,11.66,8.9,8,2.4,1,281,524.8,0.028469750889679714,0.016958841463414635,0.9984126984126984,3.2206349206349207,4.111111111111111,39.599999999999994,0.060606060606060615
15,97,0,0,0,28,202.3,97,34.39,69.2,84,5.88,257.6,64,11.59,6.7,3,1.81,1,245,529.1,0.012244897959183673,0.012663012663012663,2.0855670103092785,0.7134020618556701,2.655670103092784,51.86,0.03490165831083687
24,166,0,0,1,0,136.1,116,23.14,181.4,93,15.42,131.4,108,5.91,11.3,4,3.05,0,317,448.9,0.012618296529968454,0.025172644241479174,0.8198795180722891,1.0927710843373495,0.791566265060241,44.47,0.06858556330110187
19,94,1,0,1,0,207.0,109,35.19,167.4,80,14.23,238.2,117,10.72,2.6,6,0.7,1,306,612.5999999999999,0.0196078431372549,0.004244205027750572,2.202127659574468,1.7808510638297872,2.5340425531914894,60.14,0.011639507815098104
15,85,1,0,0,33,207.9,95,35.34,233.5,88,19.85,221.3,92,9.96,13.5,3,3.65,1,275,662.7,0.01090909090909091,0.020371208691715707,2.4458823529411764,2.7470588235294118,2.603529411764706,65.15,0.056024558710667687
46,80,0,1,1,0,276.5,122,47.01,195.6,79,16.63,210.3,78,9.46,7.2,3,1.94,1,279,682.4000000000001,0.010752688172043012,0.010550996483001172,3.45625,2.445,2.62875,73.1,0.026538987688098495
33,210,0,0,0,31,313.8,87,53.35,147.7,103,12.55,192.7,97,8.67,10.1,7,2.73,3,287,654.2,0.024390243902439025,0.015438703760317944,1.4942857142857144,0.7033333333333333,0.9176190476190476,74.57000000000001,0.03660989674131688
7,88,0,1,0,25,288.5,114,49.05,203.4,74,17.29,228.4,117,10.28,13.0,5,3.51,1,305,720.3,0.01639344262295082,0.018048035540746913,3.278409090909091,2.3113636363636365,2.5954545454545457,76.62,0.04581049334377447
9,100,1,0,1,0,210.9,85,35.85,329.3,69,27.99,127.1,78,5.72,9.4,5,2.54,4,232,667.3000000000001,0.021551724137931036,0.014086617713172486,2.109,3.293,1.271,69.56,0.03651523864289822
6,154,1,0,0,35,64.9,76,11.03,184.1,91,15.65,151.6,75,6.82,14.6,1,3.94,1,242,400.6,0.004132231404958678,0.036445332001997004,0.4214285714285715,1.1954545454545453,0.9844155844155844,33.5,0.11761194029850747
30,32,2,0,0,26,243.5,137,41.4,236.8,108,20.13,173.3,149,7.8,9.0,9,2.43,1,394,653.6,0.02284263959390863,0.013769889840881273,7.609375,7.4,5.415625,69.33,0.03504976200778884
23,18,1,0,1,0,197.0,97,33.49,203.7,107,17.31,202.0,105,9.09,8.7,3,2.35,3,309,602.7,0.009708737864077669,0.014435042309606768,10.944444444444445,11.316666666666666,11.222222222222221,59.89,0.039238604107530474
22,126,0,0,0,31,278.0,88,47.26,253.2,65,21.52,223.2,114,10.04,8.7,4,2.35,0,267,754.4000000000001,0.0149812734082397,0.011532343584305407,2.2063492063492065,2.0095238095238095,1.7714285714285714,78.82,0.029814767825425022
42,29,2,0,1,0,313.2,103,53.24,216.3,151,18.39,218.4,106,9.83,12.8,4,3.46,2,360,747.9,0.011111111111111112,0.017114587511699426,10.799999999999999,7.458620689655173,7.531034482758621,81.46,0.04247483427449055
25,86,1,0,0,16,145.7,88,24.77,191.0,129,16.24,215.5,82,9.7,11.3,7,3.05,0,299,552.2,0.023411371237458192,0.020463600144875044,1.6941860465116279,2.2209302325581395,2.505813953488372,50.709999999999994,0.06014592782488661
22,138,0,0,0,37,75.8,102,12.89,173.6,147,14.76,162.6,96,7.32,8.2,13,2.21,0,345,412.0,0.03768115942028986,0.019902912621359223,0.5492753623188406,1.2579710144927536,1.1782608695652173,34.97,0.06319702602230483
41,175,0,0,1,0,132.0,95,22.44,231.2,74,19.65,313.4,108,14.1,8.7,10,2.35,1,277,676.5999999999999,0.036101083032490974,0.012858409695536506,0.7542857142857143,1.3211428571428572,1.7908571428571427,56.190000000000005,0.04182238832532479
6,74,2,0,1,0,124.0,102,21.08,262.1,101,22.28,268.2,98,12.07,11.7,2,3.16,2,301,654.3,0.006644518272425249,0.017881705639614855,1.6756756756756757,3.541891891891892,3.6243243243243244,55.43,0.05700883997835108
49,48,0,0,1,0,171.9,98,29.22,159.0,127,13.52,139.5,101,6.28,7.6,3,2.05,2,326,470.4,0.009202453987730062,0.016156462585034014,3.5812500000000003,3.3125,2.90625,49.019999999999996,0.04181966544267646
23,74,2,0,0,31,249.4,70,42.4,209.5,59,17.81,180.6,75,8.13,9.9,2,2.67,4,204,639.5,0.00980392156862745,0.015480844409695075,3.3702702702702703,2.831081081081081,2.4405405405405403,68.33999999999999,0.03906935908691835
37,105,0,1,1,0,228.4,100,38.83,145.1,108,12.33,245.3,140,11.04,7.7,7,2.08,0,348,618.8,0.020114942528735632,0.01244343891402715,2.1752380952380954,1.3819047619047617,2.336190476190476,62.199999999999996,0.033440514469453377
39,157,2,0,1,0,168.6,71,28.66,205.1,48,17.43,175.8,88,7.91,5.9,2,1.59,3,207,549.5,0.00966183574879227,0.010737033666969974,1.0738853503184713,1.3063694267515924,1.1197452229299363,54.0,0.029444444444444447
38,217,0,0,1,0,123.7,138,21.03,248.5,105,21.12,269.6,78,12.13,13.3,4,3.59,0,321,641.8,0.012461059190031152,0.020722966656279217,0.5700460829493088,1.1451612903225807,1.2423963133640554,54.28000000000001,0.06613854089904199
46,68,0,0,1,0,178.7,61,30.38,252.3,84,21.45,255.7,76,11.51,8.4,4,2.27,1,221,686.7,0.01809954751131222,0.012232415902140673,2.6279411764705882,3.710294117647059,3.760294117647059,63.339999999999996,0.035838332807072944
27,80,0,0,1,0,113.2,86,19.24,185.5,97,15.77,237.3,145,10.68,9.5,5,2.57,1,328,536.0,0.01524390243902439,0.017723880597014924,1.415,2.31875,2.96625,45.69,0.05624863208579558
42,38,0,0,0,25,142.4,106,24.21,313.7,109,26.66,126.6,117,5.7,13.4,6,3.62,2,332,582.7,0.018072289156626505,0.022996396087180366,3.7473684210526317,8.255263157894737,3.331578947368421,56.57000000000001,0.06399151493724588
16,140,0,0,1,0,149.7,71,25.45,212.5,97,18.06,245.9,67,11.07,12.6,4,3.4,3,235,608.1,0.01702127659574468,0.02072027627035027,1.0692857142857142,1.5178571428571428,1.7564285714285715,54.58,0.062293880542323196
25,98,0,0,1,0,227.1,116,38.61,120.5,103,10.24,117.0,102,5.27,4.7,4,1.27,5,321,464.6,0.012461059190031152,0.010116229014205768,2.3173469387755103,1.2295918367346939,1.1938775510204083,54.120000000000005,0.023466371027346635
48,114,0,0,1,0,155.3,75,26.4,169.9,87,14.44,207.0,133,9.32,12.6,5,3.4,2,295,532.2,0.01694915254237288,0.02367531003382187,1.362280701754386,1.4903508771929825,1.8157894736842106,50.16,0.06778309409888357
35,46,1,0,1,0,156.4,105,26.59,185.5,98,15.77,226.7,96,10.2,11.8,3,3.19,1,299,568.5999999999999,0.010033444816053512,0.020752725993668664,3.4,4.032608695652174,4.928260869565217,52.56,0.060692541856925415
36,118,0,0,0,42,148.7,105,25.28,167.3,105,14.22,270.6,105,12.18,10.4,7,2.81,0,315,586.6,0.022222222222222223,0.017729287419024888,1.2601694915254236,1.4177966101694917,2.293220338983051,51.68,0.05437306501547988
30,37,2,0,1,0,271.7,112,46.19,155.1,96,13.18,199.5,97,8.98,6.6,4,1.78,3,305,626.3,0.013114754098360656,0.010538080791952738,7.343243243243243,4.191891891891892,5.391891891891892,68.35,0.0260424286759327
